Poupança
Sigla;Código;Município;2020;2021;2022;2023;2024;
BA;2914109;Ipupiara;35077,6084473898;32175,2977026055;33269,9006090775;35464,1703271628;22456,022953612;
BA;2914208;Irajuba;;;;;;
BA;2914307;Iramaia;;;;;;
BA;2914406;Iraquara;60986,1440295693;15146,8103809775;17673,9838230687;17607,6619234484;17778,6748474225;
BA;2914505;Irará;45535,8279915624;45191,4917429329;48577,6497620441;60783,0516389463;67820,1432761111;
BA;2914604;Irecê;203550,061248077;159126,500460492;159244,781167852;154582,38848655;170395,004057309;
BA;2914653;Itabela;30294,3274206691;27202,8753801572;27795,0817987318;18239,9853968074;21926,40876362;
BA;2914703;Itaberaba;137404,020687345;112898,981432097;118200,215258518;115868,224986751;139511,839428822;
BA;2914802;Itabuna;474930,65588199;415200,438235198;374852,28243658;347655,905533798;378709,144111893;
BA;2914901;Itacaré;17740,1472761338;18748,1246991924;19540,718449289;17297,4082616911;20440,5363359286;
BA;2915007;Itaeté;;;;;;
BA;2915106;Itagi;;;;;;
BA;2915205;Itagibá;5126,0147243702;4432,3574060796;4909,6393942491;5160,7341092099;5957,00451732151;
BA;2915304;Itagimirim;7962,8567963136;7264,3798778148;7425,3774179109;7221,55241470439;7855,58471012204;
BA;2915353;Itaguaçu da Bahia;;;;;;
BA;2915403;Itaju do Colônia;2762,162253081;2560,5549408157;2594,9713795185;;;
BA;2915502;Itajuípe;15192,8385811766;13592,1111386333;12549,636866911;12267,6903135912;15083,8161177275;
BA;2915601;Itamaraju;94378,5556828459;76392,8592592025;71954,5402393012;63019,4522070394;69998,5441707826;
BA;2915700;Itamari;;;;;;
BA;2915809;Itambé;21514,332000052;18858,3524038288;19820,9487456003;20672,9919792288;22391,3204725605;
BA;2915908;Itanagra;;;;;;
BA;2916005;Itanhém;19078,8878857956;18156,444068353;16609,3454914546;14687,3229769329;16170,7949530266;
BA;2916104;Itaparica;19176,3406271769;16759,742117528;16588,4343435366;16284,5025475193;18069,9896342628;
BA;2916203;Itapé;;;;;;
BA;2916302;Itapebi;;;;;;
BA;2916401;Itapetinga;116171,141724343;107141,591379515;107388,599614773;103251,479882675;110961,131097046;
BA;2916500;Itapicuru;16679,701341811;15290,0855034071;15467,3587081585;15981,2486257388;17680,0336973866;
BA;2916609;Itapitanga;;;;;;
BA;2916708;Itaquara;;;;;;
BA;2916807;Itarantim;12930,9639893927;12024,164123486;11765,1583883462;11313,4932830226;10285,8431438138;
BA;2916856;Itatim;5392,4754379099;4502,8583745273;4499,0868757903;4807,86053535008;5519,46511696652;
BA;2916906;Itiruçu;8623,8699757918;7642,8122061647;7281,5213387675;7602,61711423059;8000,74972498801;
BA;2917003;Itiúba;39922,2630121805;46244,879665646;46531,3198209057;38896,7250592089;44412,1122964797;
BA;2917102;Itororó;17215,1863981622;8141,4149385305;7490,4949941738;6953,38305410499;;
BA;2917201;Ituaçu;15439,154910156;14363,0394133821;13495,8438864892;14601,5884281152;17937,0080343422;
BA;2917300;Ituberá;28181,3058622252;38905,1350172378;37918,5901590513;35739,1349960809;46194,2469307241;
BA;2917334;Iuiú;;;;;;
BA;2917359;Jaborandi;;;;;;
BA;2917409;Jacaraci;;;;;;
BA;2917508;Jacobina;185028,332642892;162877,666883543;160464,773581584;157804,394965178;169688,657478584;
BA;2917607;Jaguaquara;90175,7736229103;69616,1615371455;68975,6119542001;67221,2996234415;74661,3690791371;
BA;2917706;Jaguarari;27341,0523574431;42198,961431503;43363,0404854204;41828,3118355588;29740,8385046671;
BA;2917805;Jaguaripe;;;;;;
BA;2917904;Jandaíra;;;;;;
BA;2918001;Jequié;308519,88661791;259246,861798367;244573,489216202;232157,742734729;252355,432214318;
BA;2918100;Jeremoabo;54657,732822278;50888,6594348551;51148,008003342;50210,9093212362;57284,8572177069;
BA;2918209;Jiquiriçá;;;;;;
BA;2918308;Jitaúna;;;;;;
BA;2918357;João Dourado;;;;;;
BA;2918407;Juazeiro;342666,039578446;277895,213172248;265083,720903891;252361,396424419;268681,838485616;
BA;2918456;Jucuruçu;;;;;;
BA;2918506;Jussara;;;;;;
BA;2918555;Jussari;;;;;;
BA;2918605;Jussiape;;;;;;
BA;2918704;Lafaiete Coutinho;;;;;;
BA;2918753;Lagoa Real;;;;;;
BA;2918803;Laje;;;;;;
BA;2918902;Lajedão;;;;;;
BA;2919009;Lajedinho;;;;;;
BA;2919058;Lajedo do Tabocal;;;;;;
BA;2919108;Lamarão;;;;;;
BA;2919157;Lapão;16996,0947777324;14203,9931779753;18271,688337041;16713,0485439801;17323,6264656798;
BA;2919207;Lauro de Freitas;394621,688678254;396961,980399631;343996,171387336;320935,011466883;328999,235523551;
BA;2919306;Lençóis;8781,7067935542;8719,1120197567;8169,5592879327;8276,55878456679;8676,1316011963;
BA;2919405;Licínio de Almeida;32269,3040336931;29676,741788926;28624,0721056217;29075,8322877016;33094,2318859595;
BA;2919504;Livramento de Nossa Senhora;146917,488490416;129388,102185726;134656,338342215;140217,466500505;155402,786106778;
BA;2919553;Luís Eduardo Magalhães;124960,412754617;112642,487172462;107167,948129183;99991,3264566256;107859,658279229;
BA;2919603;Macajuba;;;;;;
BA;2919702;Macarani;15278,1322896118;13808,875345635;11704,9547765188;10882,359181769;12399,6754844005;
BA;2919801;Macaúbas;109610,564809506;97282,3417876719;96002,8928259999;100389,10957716;115071,349706441;
BA;2919900;Macururé;;;;;;
BA;2919926;Madre de Deus;19663,9389040626;17760,1621641374;16595,6571843256;16651,6372738554;18199,5285233324;
BA;2919959;Maetinga;;;;;;
BA;2920007;Maiquinique;5565,0423058709;4777,9597806131;5251,2879017354;5180,50265055827;6425,18955889042;
BA;2920106;Mairi;5394,5134651326;4446,1613939342;4887,2935664822;4558,62154630042;4623,56855098463;
BA;2920205;Malhada;;;;;;
BA;2920304;Malhada de Pedras;10272,693102795;10007,2331173243;10343,5875490979;10645,6314102014;12244,9149962702;
BA;2920403;Manoel Vitorino;;;;;;
BA;2920452;Mansidão;;;;;;
BA;2920502;Maracás;43187,3050523271;36702,985346473;39471,3792937411;39019,3431677999;44450,9511168356;
BA;2920601;Maragogipe;29647,8384833582;33677,7103612174;36257,8609454512;35598,4982811357;40388,7886543311;
BA;2920700;Maraú;;;;;;
BA;2920809;Marcionílio Souza;;;;;;
BA;2920908;Mascote;;;;;;
BA;2921005;Mata de São João;41275,2946149075;35031,8405406028;32623,5578667632;31472,8916073444;29715,695686175;
BA;2921054;Matina;;;;;;
BA;2921104;Medeiros Neto;52646,1719846966;46612,9689524372;43764,6318334044;41475,9534294777;44130,6687148941;
BA;2921203;Miguel Calmon;27898,5557068652;23796,8171814703;21980,5567022631;21936,0893339775;22698,541056216;
BA;2921302;Milagres;6716,6875837012;5967,0125341266;5736,6782915243;6174,44528411501;;
BA;2921401;Mirangaba;;;;;;
BA;2921450;Mirante;;;;;;
BA;2921500;Monte Santo;50287,0335727499;50089,0889276189;53201,8416832454;57108,3925827218;66669,3167289307;
BA;2921609;Morpará;;;;;;
BA;2921708;Morro do Chapéu;44750,2619023979;34253,4156808792;35375,400702512;33559,0757929889;37570,2365537621;
BA;2921807;Mortugaba;19929,8143839953;18257,510333082;17528,3145956197;18204,0013363302;20491,9052057321;
BA;2921906;Mucugê;28901,1869989206;26465,4299249327;27248,9846309593;27416,6608610814;30400,5430477094;
BA;2922003;Mucuri;38268,8909999729;28645,4077456282;25777,0989262291;23909,5826123534;26711,241138679;
BA;2922052;Mulungu do Morro;;;;;;
BA;2922102;Mundo Novo;27741,6186395985;22823,8070714802;23633,134624132;24332,5108268467;26764,9379742868;
BA;2922201;Muniz Ferreira;;;;;;
BA;2922250;Muquém de São Francisco;;;;;;
BA;2922300;Muritiba;37210,1458843292;25143,6222834181;26818,9363928568;26244,4292897714;29758,095388235;
BA;2922409;Mutuípe;48588,8012145624;53892,6120535059;51429,7294216189;60731,739292737;86716,7262100939;
BA;2922508;Nazaré;78344,7179385585;68592,8258094354;69370,4070587883;68968,8223241045;77099,8640212837;
BA;2922607;Nilo Peçanha;7349,0116513302;6000,9852398206;5975,0972303943;5819,66231856756;7388,66409668033;
BA;2922656;Nordestina;;;;;;
BA;2922706;Nova Canaã;23173,8080673826;20603,0047716024;19991,8270350132;20218,1192738245;23851,2504589878;
BA;2922730;Nova Fátima;;;;;;
BA;2922755;Nova Ibiá;;;;;;
BA;2922805;Nova Itarana;;;;;;
BA;2922854;Nova Redenção;;;;;;
BA;2922904;Nova Soure;30549,8423132214;27488,2558678085;28309,8312774343;29043,5852379365;33101,3339542254;
BA;2923001;Nova Viçosa;31247,7252099362;32066,1705836289;30351,6095337697;30321,8963966887;33480,8002583828;
BA;2923035;Novo Horizonte;;;;;;
BA;2923050;Novo Triunfo;;;;;;
BA;2923100;Olindina;5776,6926466872;5406,8087479153;6901,868035196;7117,04695103029;8482,64652453453;
BA;2923209;Oliveira dos Brejinhos;44041,1176123811;40220,7470674161;40952,3084256743;45934,7305539111;49833,7910325804;
BA;2923308;Ouriçangas;;;;;;
BA;2923357;Ourolândia;;;;;;
BA;2923407;Palmas de Monte Alto;21978,4961301541;19993,1372351557;21258,2100557436;22138,2150030774;26198,6356734636;
BA;2923506;Palmeiras;9054,7998028305;8148,8016070725;7848,5550315337;7065,83273201692;7401,56047577216;
BA;2923605;Paramirim;82705,5120169396;74891,9082048784;78260,6293555281;82217,7518880117;92833,8404161587;
BA;2923704;Paratinga;19777,0478317833;9480,755672389;10314,4432902563;10638,917874546;13401,5831226178;
BA;2923803;Paripiranga;46630,8211786457;42228,9472976242;50803,1300442042;43302,345863876;49358,0351783619;
BA;2923902;Pau Brasil;;;;;;
BA;2924009;Paulo Afonso;265505,050806657;232847,286029936;222135,742180761;220505,015558082;230044,499434031;
BA;2924058;Pé de Serra;;;;;;
BA;2924108;Pedrão;;;;;;
BA;2924207;Pedro Alexandre;3604,6500942849;3255,422939268;3903,9511344296;3927,02339646479;5021,78069145787;
BA;2924306;Piatã;27249,1363798164;27650,3285953356;27366,530808096;27277,8231447284;29103,9724484832;
BA;2924405;Pilão Arcado;17127,2657349071;25990,6961144545;26413,6334287829;27072,0626807457;30743,7821073623;
BA;2924504;Pindaí;15160,1631260751;12967,0955069204;13303,3583297195;;;
BA;2924603;Pindobaçu;12049,6554763581;9946,8695709018;11411,9020564032;11478,5759356558;12373,0791644164;
BA;2924652;Pintadas;;;;;;
BA;2924678;Piraí do Norte;;;;;;
BA;2924702;Piripá;;;;;;
BA;2924801;Piritiba;15398,0893476455;13365,4506624695;13985,4744356;13577,9868495861;14063,131130967;
BA;2924900;Planaltino;6266,3347556375;5252,0516222712;4865,462280802;5183,54868226552;5694,92913854427;
BA;2925006;Planalto;15299,5394911436;14621,9058780959;14208,110145988;13589,3409838828;17209,0519456297;
BA;2925105;Poções;113465,322849962;100916,723422344;99005,7783831754;97185,5428341016;106128,494672916;
BA;2925204;Pojuca;52567,5738975462;48125,1831246659;45340,5705491038;43262,154599873;26129,3954316566;
BA;2925253;Ponto Novo;;;;;;
BA;2925303;Porto Seguro;181914,255543115;170517,582886462;148982,872799666;133218,176273233;150011,319718764;
BA;2925402;Potiraguá;5182,3206354543;4697,6786185464;4852,6367942471;4290,35405850508;4810,97964580169;
BA;2925501;Prado;18892,2295002459;27384,7932353362;25882,7226906775;25186,1315702119;27870,2411698593;
BA;2925600;Presidente Dutra;34094,3626887434;31849,0003491151;31132,3658953856;31020,35760011;32702,3182519517;
BA;2925709;Presidente Jânio Quadros;14363,4158559695;12414,7095269828;12615,1158477348;13375,1497583157;15032,3605892985;
BA;2925758;Presidente Tancredo Neves;4752,7507245608;4107,5216568771;4878,6032306601;5766,86988715285;7505,04663078149;
BA;2925808;Queimadas;35206,2326621055;14538,6550772362;15736,8553765175;16424,7099559822;14481,1644625185;
BA;2925907;Quijingue;12351,9584501167;11107,826831425;12226,5915060608;11781,7644393056;13223,2199761128;
BA;2925931;Quixabeira;;;;;;
BA;2925956;Rafael Jambeiro;;;;;;
BA;2926004;Remanso;63023,553828168;55380,9497234034;55048,6478669277;54856,0054589571;58796,7351111173;
BA;2926103;Retirolândia;;;;;;
BA;2926202;Riachão das Neves;15361,0439020129;12460,5456269615;15086,2208456582;14078,1902308807;15163,5262971112;
BA;2926301;Riachão do Jacuípe;97991,5272818627;91260,3468745464;89488,4762947256;89937,050415479;98138,8057397698;
BA;2926400;Riacho de Santana;80718,7515748418;72656,480860345;75993,1018841371;76184,2377004296;86165,7349127924;
BA;2926509;Ribeira do Amparo;;;;;;
BA;2926608;Ribeira do Pombal;121392,661401778;101674,719934034;99319,5142950634;97561,7379715294;107907,793206688;
BA;2926657;Ribeirão do Largo;;;;;;
BA;2926707;Rio de Contas;68279,8635062977;66112,0190307434;70405,153820435;74097,726424132;81359,726320874;
BA;2926806;Rio do Antônio;20394,4297086276;18703,2006213381;19424,8913502635;20776,1522825919;24334,470772088;
BA;2926905;Rio do Pires;28820,1835963686;27337,3510288629;27475,0366207803;27385,3746401098;32397,4492682711;
BA;2927002;Rio Real;43512,3392592854;38748,8821753095;39475,6290788504;44307,2501229457;64508,2475593674;
BA;2927101;Rodelas;8129,6341260405;7153,5168372464;7567,47941608;6626,65220069635;;
BA;2927200;Ruy Barbosa;52616,0875999378;44294,9270905316;45181,9550752223;45669,1738299035;50296,351141546;
BA;2927309;Salinas da Margarida;;;;;;
BA;2927408;Salvador;8405146,59711816;7232005,04530601;6471716,9424931;5897567,1348761;5973016,66790437;
BA;2927507;Santa Bárbara;13060,8589367733;;;;;
BA;2927606;Santa Brígida;3199,2673764843;2974,3950475949;3503,0725322444;3449,97149159854;3370,02080811666;
BA;2927705;Santa Cruz Cabrália;15960,982228923;15808,0453723659;18262,875928734;15166,60891096;17676,3743399717;
BA;2927804;Santa Cruz da Vitória;1793,4687053856;;;;;
BA;2927903;Santa Inês;;;;;;
BA;2928000;Santaluz;64008,6566085122;61011,0210136242;62955,1466379436;63035,5614217059;69150,6289101512;
BA;2928059;Santa Luzia;;;;;;
BA;2928109;Santa Maria da Vitória;88616,7988943886;89912,7747264585;90020,6650748679;90899,1466853207;101807,971335447;
BA;2928208;Santana;51364,0940200399;44667,6271821622;44220,1700314467;49866,8508404782;55398,0232076955;
BA;2928307;Santanópolis;;;;;;
BA;2928406;Santa Rita de Cássia;33542,4562623466;28091,0759605657;30390,6753541409;28224,9263967574;30482,0336679451;
BA;2928505;Santa Teresinha;;;;;;
BA;2928604;Santo Amaro;108616,043409309;95402,9138698915;86638,5760009111;82409,9585330555;86920,8860538109;
BA;2928703;Santo Antônio de Jesus;300598,677451436;259833,879508817;254954,297059717;250877,386131181;288164,785192235;
BA;2928802;Santo Estêvão;126109,918684347;112535,154249738;119784,527096593;123172,118384747;131973,878276448;
BA;2928901;São Desidério;27643,5516404007;26535,5386054224;25930,7470563089;24437,4864833347;26412,4618929568;
BA;2928950;São Domingos;;;;;;
BA;2929008;São Félix;20561,874067461;35395,5308011986;35096,550831612;36700,495311953;37384,6925584226;
BA;2929057;São Félix do Coribe;;;;;;
BA;2929107;São Felipe;15054,3471906427;;;;;
BA;2929206;São Francisco do Conde;49666,6247347069;18597,4794904411;18758,6044141228;18718,7479857895;19754,4954487788;
BA;2929255;São Gabriel;4190,3375343102;3560,1501404023;3502,377725413;3532,83541107181;;
BA;2929305;São Gonçalo dos Campos;62299,5243403598;55040,5328460922;54444,123920163;52225,0109041979;54801,2997902792;
BA;2929354;São José da Vitória;;;;;;
BA;2929370;São José do Jacuípe;;;;;;
BA;2929404;São Miguel das Matas;;;;;;
BA;2929503;São Sebastião do Passé;32445,5991932979;41733,3795853777;41311,741887873;40244,4489431879;45143,4717057588;
BA;2929602;Sapeaçu;23772,8651137484;34537,2469153632;35497,07284213;38696,0304117165;49491,883364538;
BA;2929701;Sátiro Dias;;;;;;
BA;2929750;Saubara;;;;;;
BA;2929800;Saúde;26128,410328554;22635,5552818686;24206,9610600076;24293,0187191148;26142,5793598241;
BA;2929909;Seabra;124582,245246534;149314,930437763;149717,10379326;156197,398586365;166407,092280779;
BA;2930006;Sebastião Laranjeiras;;;;;;
BA;2930105;Senhor do Bonfim;203825,873561931;146662,377811691;140183,419489835;134507,690286855;140746,133988511;
BA;2930154;Serra do Ramalho;16473,4806390305;15301,8740408109;15520,2226571415;16698,1945396949;20437,5347962621;
BA;2930204;Sento Sé;14523,4600967957;12025,9943268455;12412,4059546702;13244,6324104517;14002,26526361;
BA;2930303;Serra Dourada;26555,8862746573;22831,1558378041;24045,7256218273;24307,2962261238;27063,0042558624;
BA;2930402;Serra Preta;14401,0212049898;14133,8584397106;13736,129353031;13548,8676041915;14700,6313707287;
BA;2930501;Serrinha;197556,151944897;192555,589800342;193606,639843149;190332,047624395;207847,050062919;
BA;2930600;Serrolândia;;;;;;
BA;2930709;Simões Filho;161411,880049787;133393,515266875;122222,814285199;113739,682561526;124044,614039475;
BA;2930758;Sítio do Mato;;;;;;
BA;2930766;Sítio do Quinto;;;;;;
BA;2930774;Sobradinho;8881,7173593655;7697,1303487904;8019,5300163558;7956,03038766807;8627,43339267086;
BA;2930808;Souto Soares;24854,7071676321;21296,8351968324;24333,4145907173;;;
BA;2930907;Tabocas do Brejo Velho;;;;;;
BA;2931004;Tanhaçu;38779,8052159523;33290,4482373689;33704,616041431;35021,2895828287;38374,0937813629;
BA;2931053;Tanque Novo;;;;;;
BA;2931103;Tanquinho;;;;;;
BA;2931202;Taperoá;10927,9272982971;10306,9197972209;10397,2605017529;11109,3355632402;13024,4605403784;
BA;2931301;Tapiramutá;11412,6389856157;9459,1068729304;9886,3744640589;8978,29498315245;9773,09587357478;
BA;2931350;Teixeira de Freitas;233523,270091511;199581,429225488;182993,486057502;172956,174403652;183636,087527369;
BA;2931400;Teodoro Sampaio;;;;;;
BA;2931509;Teofilândia;;;;;;
BA;2931608;Teolândia;10227,0717948124;9196,3923855177;9595,9902747146;11113,2810942435;15601,227197632;
BA;2931707;Terra Nova;;;;;;
BA;2931806;Tremedal;;;;;;
BA;2931905;Tucano;59353,9069190366;49951,1959201683;48914,8052145229;48684,9905380668;55777,7061584168;
BA;2932002;Uauá;32849,8710754424;29181,8416294969;29339,803211026;30481,5370785806;36204,2484564494;
BA;2932101;Ubaíra;15756,9979734158;;;;;
BA;2932200;Ubaitaba;43775,7207680493;30582,6872403225;28433,2242453066;29116,6041376139;39890,2652157661;
BA;2932309;Ubatã;22046,0370488951;27338,4208189705;24455,2503687201;24470,4040689387;30486,9141241744;
BA;2932408;Uibaí;;;;;;
BA;2932457;Umburanas;;;;;;
BA;2932507;Una;10935,1770181276;11610,2576878251;11250,7208726606;11378,4739298994;14238,3233595828;
BA;2932606;Urandi;28760,3689222074;24502,016377038;24343,8673206937;25144,198548481;29094,7551219484;
BA;2932705;Uruçuca;7247,7250757249;7404,5001143602;7299,0096442156;7625,35400325609;8856,26337146794;
BA;2932804;Utinga;13850,0831317659;12291,1966211028;12530,6885045382;12625,2290178913;13417,3983217789;
BA;2932903;Valença;166597,030281815;146018,232456694;139647,56503486;135102,627298562;162927,157611055;
BA;2933000;Valente;18901,7262216077;16996,0321259936;17871,8480072808;18460,4363197487;22104,4646659071;
BA;2933059;Várzea da Roça;;;;;;
BA;2933109;Várzea do Poço;;;;;;
BA;2933158;Várzea Nova;;;;;;
BA;2933174;Varzedo;;;;;;
BA;2933208;Vera Cruz;31461,9808693435;28900,1992481119;29041,0743391321;24231,5951830907;26785,2791171182;
BA;2933257;Vereda;;;;;;
BA;2933307;Vitória da Conquista;751520,100334304;660229,605203725;616490,393054809;587359,139000189;635368,043670561;
BA;2933406;Wagner;9080,1849042082;7307,8769371552;7235,9366726902;6700,84044945874;7156,89560267174;
BA;2933455;Wanderley;11875,339767844;10092,7447854973;10480,3170453256;11270,8897254528;12953,4122845203;
BA;2933505;Wenceslau Guimarães;17420,0767367199;;;;;
BA;2933604;Xique-Xique;80722,3890998667;68037,9482324313;69517,1823767095;68175,3003996182;75502,7061622843;
BA;2999919;Trancoso;;;;;;
BA;2999929;Barcellos;;;;;;
BA;2999939;Olivença;;;;;;
